Date,Ticker,Close,Volume
2023-05-19,AMZN,116.25,55056307
2023-05-22,AMZN,115.01,70741123
2023-05-23,AMZN,114.99,67576262
2023-05-24,AMZN,116.75,63487938
2023-05-25,AMZN,115.0,66496681
2023-05-26,AMZN,120.11,96779889
2023-05-30,AMZN,121.66,64314808
2023-05-31,AMZN,120.58,72800787
2023-06-01,AMZN,122.77,54375131
2023-06-02,AMZN,124.25,61264414
2023-06-05,AMZN,125.3,47950128
2023-06-06,AMZN,126.61,45695212
2023-06-07,AMZN,121.23,95663275
2023-06-08,AMZN,124.25,62159270
2023-06-09,AMZN,123.43,51396018
2023-06-12,AMZN,126.57,51473376
2023-06-13,AMZN,126.66,50564785
2023-06-14,AMZN,126.42,52422463
2023-06-15,AMZN,127.11,60458471
2023-06-16,AMZN,125.49,84247104
2023-06-20,AMZN,125.78,56930122
2023-06-21,AMZN,124.83,52137670
2023-06-22,AMZN,130.15,90354572
2023-06-23,AMZN,129.33,71927776
2023-06-26,AMZN,127.33,59989317
2023-06-27,AMZN,129.18,46801008
2023-06-28,AMZN,129.04,52149512
2023-06-29,AMZN,127.9,40760959
2023-06-30,AMZN,130.36,54350684
2023-07-03,AMZN,130.22,28264785
2023-07-05,AMZN,130.38,35895409
2023-07-06,AMZN,128.36,40697848
2023-07-07,AMZN,129.78,41992251
2023-07-10,AMZN,127.13,61889289
2023-07-11,AMZN,128.78,49951460
2023-07-12,AMZN,130.8,54022847
2023-07-13,AMZN,134.3,61170883
2023-07-14,AMZN,134.68,54487090
2023-07-17,AMZN,133.56,48450198
2023-07-18,AMZN,132.83,54969133
2023-07-19,AMZN,135.36,54531037
2023-07-20,AMZN,129.96,59820579
2023-07-21,AMZN,130.0,133307294
2023-07-24,AMZN,128.8,45671535
2023-07-25,AMZN,129.13,39236663
2023-07-26,AMZN,128.15,53910087
2023-07-27,AMZN,128.25,52610661
2023-07-28,AMZN,132.21,46317381
2023-07-31,AMZN,133.68,41901516
2023-08-01,AMZN,131.69,42298925
2023-08-02,AMZN,128.21,51027614
2023-08-03,AMZN,128.91,91163736
2023-08-04,AMZN,139.57,153128470
2023-08-07,AMZN,142.22,71213112
2023-08-08,AMZN,139.94,51710497
2023-08-09,AMZN,137.85,50017349
2023-08-10,AMZN,138.56,58928402
2023-08-11,AMZN,138.41,42905833
2023-08-14,AMZN,140.57,47148699
2023-08-15,AMZN,137.67,42781521
2023-08-16,AMZN,135.07,41675903
2023-08-17,AMZN,133.98,48354085
2023-08-18,AMZN,133.22,48497698
2023-08-21,AMZN,134.68,41442483
2023-08-22,AMZN,134.25,32935104
2023-08-23,AMZN,135.52,42801043
2023-08-24,AMZN,131.84,43646250
2023-08-25,AMZN,133.26,44147451
2023-08-28,AMZN,133.14,34108410
2023-08-29,AMZN,134.91,38646093
2023-08-30,AMZN,135.07,36137015
2023-08-31,AMZN,138.01,58781314
2023-09-01,AMZN,138.12,40991536
2023-09-05,AMZN,137.27,40636738
2023-09-06,AMZN,135.36,41785507
2023-09-07,AMZN,137.85,48498912
2023-09-08,AMZN,138.23,38365929
2023-09-11,AMZN,143.1,56764525
2023-09-12,AMZN,141.23,42668452
2023-09-13,AMZN,144.85,60465175
2023-09-14,AMZN,144.72,64033607
2023-09-15,AMZN,140.39,102909327
2023-09-18,AMZN,139.98,42823480
2023-09-19,AMZN,137.63,61482470
2023-09-20,AMZN,135.29,46263716
2023-09-21,AMZN,129.33,70343342
2023-09-22,AMZN,129.12,59904348
2023-09-25,AMZN,131.27,46017825
2023-09-26,AMZN,125.98,73048207
2023-09-27,AMZN,125.98,66553449
2023-09-28,AMZN,125.98,54554968
2023-09-29,AMZN,127.12,62411730
2023-10-02,AMZN,129.46,48029744
2023-10-03,AMZN,124.72,51564991
2023-10-04,AMZN,127.0,44203870
2023-10-05,AMZN,125.96,39660643
2023-10-06,AMZN,127.96,46836698
2023-10-09,AMZN,128.26,38773738
2023-10-10,AMZN,129.48,42178619
2023-10-11,AMZN,131.83,40741842
2023-10-12,AMZN,132.33,55528581
2023-10-13,AMZN,129.79,45824685
2023-10-16,AMZN,132.55,42832918
2023-10-17,AMZN,131.47,49344550
2023-10-18,AMZN,128.13,42699479
2023-10-19,AMZN,128.4,60961355
2023-10-20,AMZN,125.17,56406410
2023-10-23,AMZN,126.56,48259953
2023-10-24,AMZN,128.56,46477355
2023-10-25,AMZN,121.39,74577544
2023-10-26,AMZN,119.57,100419516
2023-10-27,AMZN,127.74,125309313
2023-10-30,AMZN,132.71,72485542
2023-10-31,AMZN,133.09,51589380
2023-11-01,AMZN,137.0,61529409
2023-11-02,AMZN,138.07,52236693
2023-11-03,AMZN,138.6,44059805
2023-11-06,AMZN,139.74,44970417
2023-11-07,AMZN,142.71,53553537
2023-11-08,AMZN,142.08,44521658
2023-11-09,AMZN,140.6,36235367
2023-11-10,AMZN,143.56,49349937
2023-11-13,AMZN,142.59,35680570
2023-11-14,AMZN,145.8,56674551
2023-11-15,AMZN,143.2,63875720
2023-11-16,AMZN,142.83,49653512
2023-11-17,AMZN,145.18,49678437
2023-11-20,AMZN,146.13,41978766
2023-11-21,AMZN,143.9,71225992
2023-11-22,AMZN,146.71,45700002
2023-11-24,AMZN,146.74,22378379
2023-11-27,AMZN,147.73,53762428
2023-11-28,AMZN,147.03,42711682
2023-11-29,AMZN,146.32,40610907
2023-11-30,AMZN,146.09,65814022
2023-12-01,AMZN,147.03,39951833
2023-12-04,AMZN,144.84,48294244
2023-12-05,AMZN,146.88,46822411
2023-12-06,AMZN,144.52,39678960
2023-12-07,AMZN,146.88,52352830
2023-12-08,AMZN,147.42,41905965
2023-12-11,AMZN,145.89,50907288
2023-12-12,AMZN,147.48,44944264
2023-12-13,AMZN,148.84,52766196
2023-12-14,AMZN,147.42,58400848
2023-12-15,AMZN,149.97,110089342
2023-12-18,AMZN,154.07,62512828
2023-12-19,AMZN,153.79,43171292
2023-12-20,AMZN,152.12,50322106
2023-12-21,AMZN,153.84,36305733
2023-12-22,AMZN,153.42,29514093
2023-12-26,AMZN,153.41,25067222
2023-12-27,AMZN,153.34,31434733
2023-12-28,AMZN,153.38,27057002
2023-12-29,AMZN,151.94,39823204
2024-01-02,AMZN,149.93,47339424
2024-01-03,AMZN,148.47,49425495
2024-01-04,AMZN,144.57,56039807
2024-01-05,AMZN,145.24,45153147
2024-01-08,AMZN,149.1,46757053
2024-01-09,AMZN,151.37,43812567
2024-01-10,AMZN,153.73,44421830
2024-01-11,AMZN,155.18,49072691
2024-01-12,AMZN,154.62,40484155
2024-01-16,AMZN,153.16,41384636
2024-01-17,AMZN,151.71,34953363
2024-01-18,AMZN,153.5,37850245
2024-01-19,AMZN,155.34,51651628
2024-01-22,AMZN,154.78,43687468
2024-01-23,AMZN,156.02,37986039
2024-01-24,AMZN,156.87,48547315
2024-01-25,AMZN,157.75,43638592
2024-01-26,AMZN,159.12,51047353
2024-01-29,AMZN,161.26,45270385
2024-01-30,AMZN,159.0,45207430
2024-01-31,AMZN,155.2,50284371
2024-02-01,AMZN,159.28,76542419
2024-02-02,AMZN,171.81,117218313
2024-02-05,AMZN,170.31,55081297
2024-02-06,AMZN,169.15,42505518
2024-02-07,AMZN,170.53,47174060
2024-02-08,AMZN,169.84,42316454
2024-02-09,AMZN,174.45,56985986
2024-02-12,AMZN,172.34,51050440
2024-02-13,AMZN,168.64,56345122
2024-02-14,AMZN,170.98,42815544
2024-02-15,AMZN,169.8,49855196
2024-02-16,AMZN,169.51,48107744
2024-02-20,AMZN,167.08,41980326
2024-02-21,AMZN,168.59,44575623
2024-02-22,AMZN,174.58,55392354
2024-02-23,AMZN,174.99,59715243
2024-02-26,AMZN,174.73,44368614
2024-02-27,AMZN,173.54,31141732
2024-02-28,AMZN,173.16,28180482
2024-02-29,AMZN,176.76,53805359
2024-03-01,AMZN,178.22,31981152
2024-03-04,AMZN,177.58,37381520
2024-03-05,AMZN,174.12,37228343
2024-03-06,AMZN,173.51,32090926
2024-03-07,AMZN,176.82,34063283
2024-03-08,AMZN,175.35,37893242
2024-03-11,AMZN,171.96,28484777
2024-03-12,AMZN,175.39,36610604
2024-03-13,AMZN,176.555,30772600
2024-03-14,AMZN,178.75,43705840
2024-03-15,AMZN,174.42,72147390
2024-03-18,AMZN,174.48,31250688
2024-03-19,AMZN,175.9,26880893
2024-03-20,AMZN,178.15,29947150
2024-03-21,AMZN,178.15,32824320
2024-03-22,AMZN,178.87,27995378
2024-03-25,AMZN,179.71,29815464
2024-03-26,AMZN,178.3,29658982
2024-03-27,AMZN,179.83,33272551
2024-03-28,AMZN,180.38,38051588
2024-04-01,AMZN,180.97,29174521
2024-04-02,AMZN,180.69,32611546
2024-04-03,AMZN,182.41,31046638
2024-04-04,AMZN,180.0,41624261
2024-04-05,AMZN,185.07,42373992
2024-04-08,AMZN,185.32,39154806
2024-04-09,AMZN,185.67,36546946
2024-04-10,AMZN,185.95,35879151
2024-04-11,AMZN,189.05,40020742
2024-04-12,AMZN,186.13,38608849
2024-04-15,AMZN,183.62,48052395
2024-04-16,AMZN,183.32,32891265
2024-04-17,AMZN,181.28,31359673
2024-04-18,AMZN,179.22,30723793
2024-04-19,AMZN,174.62,55944410
2024-04-22,AMZN,177.23,37924890
2024-04-23,AMZN,179.54,37046519
2024-04-24,AMZN,176.59,34185109
2024-04-25,AMZN,173.67,49249390
2024-04-26,AMZN,179.62,43919765
2024-04-29,AMZN,180.96,54063937
2024-04-30,AMZN,175.0,94639786
2024-05-01,AMZN,179.0,94645148
2024-05-02,AMZN,184.72,54303510
2024-05-03,AMZN,186.21,39172004
2024-05-06,AMZN,188.7,34725295
2024-05-07,AMZN,188.76,34048902
2024-05-08,AMZN,188.0,26136350
2024-05-09,AMZN,189.5,43368377
2024-05-10,AMZN,187.48,34141771
2024-05-13,AMZN,186.57,24898613
2024-05-14,AMZN,187.07,38698155
2024-05-15,AMZN,185.99,75459927
2024-05-16,AMZN,183.63,38834450
2024-05-17,AMZN,184.7,33175655
2024-05-20,AMZN,183.54,30511768
2024-05-21,AMZN,183.15,50839129
2024-05-22,AMZN,183.13,28148784
2024-05-23,AMZN,181.05,33670173
2024-05-24,AMZN,180.75,27471640
2024-05-28,AMZN,182.15,29926963
2024-05-29,AMZN,182.02,32009294
2024-05-30,AMZN,179.32,29249229
2024-05-31,AMZN,176.44,58903939
2024-06-03,AMZN,178.34,30786640
2024-06-04,AMZN,179.34,27198388
2024-06-05,AMZN,181.28,32116394
2024-06-06,AMZN,185.0,31371151
2024-06-07,AMZN,184.3,28021473
2024-06-10,AMZN,187.06,34494498
2024-06-11,AMZN,187.23,27265108
2024-06-12,AMZN,186.89,33984216
2024-06-13,AMZN,183.83,39721545
2024-06-14,AMZN,183.66,25456410
2024-06-17,AMZN,184.06,35601907
2024-06-18,AMZN,182.81,36659157
2024-06-20,AMZN,186.1,44726779
2024-06-21,AMZN,189.08,72931754
2024-06-24,AMZN,185.57,50610379
2024-06-25,AMZN,186.34,45898475
2024-06-26,AMZN,193.61,65103893
2024-06-27,AMZN,197.85,74397491
2024-06-28,AMZN,193.25,76930192
2024-07-01,AMZN,197.2,41192011
2024-07-02,AMZN,200.0,45600013
2024-07-03,AMZN,197.59,31597926
2024-07-05,AMZN,200.0,39858885
2024-07-08,AMZN,199.29,34767261
2024-07-09,AMZN,199.34,32756736
2024-07-10,AMZN,199.79,32883753
2024-07-11,AMZN,195.05,44565041
2024-07-12,AMZN,194.49,30598525
2024-07-15,AMZN,192.72,40683227
2024-07-16,AMZN,193.02,33994714
2024-07-17,AMZN,187.93,48076139
2024-07-18,AMZN,183.75,51043626
2024-07-19,AMZN,183.13,43081829
2024-07-22,AMZN,182.55,39931923
2024-07-23,AMZN,186.41,47537670
2024-07-24,AMZN,180.83,41532360
2024-07-25,AMZN,179.85,44464163
2024-07-26,AMZN,182.5,29505964
2024-07-29,AMZN,183.2,33270123
2024-07-30,AMZN,181.71,39508574
2024-07-31,AMZN,186.98,41667326
2024-08-01,AMZN,184.07,70435635
2024-08-02,AMZN,167.9,141448365
2024-08-05,AMZN,161.02,83149437
2024-08-06,AMZN,161.93,59950830
2024-08-07,AMZN,162.77,48408240
2024-08-08,AMZN,165.8,44616206
2024-08-09,AMZN,166.94,36401049
2024-08-12,AMZN,166.8,30072788
2024-08-13,AMZN,170.23,39237915
2024-08-14,AMZN,170.1,28843804
2024-08-15,AMZN,177.59,51698513
2024-08-16,AMZN,177.06,31489175
2024-08-19,AMZN,178.22,31129807
2024-08-20,AMZN,178.88,26255204
2024-08-21,AMZN,180.11,35599120
2024-08-22,AMZN,176.13,32047482
2024-08-23,AMZN,177.04,29150091
2024-08-26,AMZN,175.5,22366236
2024-08-27,AMZN,173.12,29841979
2024-08-28,AMZN,170.8,29045025
2024-08-29,AMZN,172.12,26407815
2024-08-30,AMZN,178.5,43429355
2024-09-03,AMZN,176.25,37817511
2024-09-04,AMZN,173.33,30309225
2024-09-05,AMZN,177.89,40170526
2024-09-06,AMZN,171.39,41466537
2024-09-09,AMZN,175.4,29037362
2024-09-10,AMZN,179.55,36233796
2024-09-11,AMZN,184.52,42564698
2024-09-12,AMZN,187.0,33622483
2024-09-13,AMZN,186.49,26495351
2024-09-16,AMZN,184.89,26065485
2024-09-17,AMZN,186.88,26091682
2024-09-18,AMZN,186.43,34448130
2024-09-19,AMZN,189.87,39543168
2024-09-20,AMZN,191.6,100378553
2024-09-23,AMZN,193.88,36993111
2024-09-24,AMZN,193.96,43478926
2024-09-25,AMZN,192.53,26391144
2024-09-26,AMZN,191.16,36334854
2024-09-27,AMZN,187.97,36002316
2024-09-30,AMZN,186.33,41680400
2024-10-01,AMZN,185.13,36044906
2024-10-02,AMZN,184.76,23704056
2024-10-03,AMZN,181.96,30204302
2024-10-04,AMZN,186.51,41079011
2024-10-07,AMZN,180.8,42364201
2024-10-08,AMZN,182.72,26372086
2024-10-09,AMZN,185.17,26343117
2024-10-10,AMZN,186.65,27785043
2024-10-11,AMZN,188.82,25751557
2024-10-14,AMZN,187.54,22614407
2024-10-15,AMZN,187.69,32178925
2024-10-16,AMZN,186.89,23456812
2024-10-17,AMZN,187.53,25039414
2024-10-18,AMZN,188.99,37417670
2024-10-21,AMZN,189.07,24639393
2024-10-22,AMZN,189.7,29650593
2024-10-23,AMZN,184.71,31937089
2024-10-24,AMZN,186.38,21647395
2024-10-25,AMZN,187.83,29362060
2024-10-28,AMZN,188.39,27930836
2024-10-29,AMZN,190.83,35690158
2024-10-30,AMZN,192.73,37707550
2024-10-31,AMZN,186.4,75146759
2024-11-01,AMZN,197.93,99687847
2024-11-04,AMZN,195.78,38492062
2024-11-05,AMZN,199.5,30564784
2024-11-06,AMZN,207.09,72292167
2024-11-07,AMZN,210.05,52878383
2024-11-08,AMZN,208.18,36075846
2024-11-11,AMZN,206.84,35456012
2024-11-12,AMZN,208.91,38942918
2024-11-13,AMZN,214.1,46212943
2024-11-14,AMZN,211.48,42620309
2024-11-15,AMZN,202.61,86591144
2024-11-18,AMZN,201.7,36512465
2024-11-19,AMZN,204.61,31197867
2024-11-20,AMZN,202.88,32768989
2024-11-21,AMZN,198.38,58800042
2024-11-22,AMZN,197.12,31530844
2024-11-25,AMZN,201.45,40685672
2024-11-26,AMZN,207.86,41673737
2024-11-27,AMZN,205.74,28061638
2024-11-29,AMZN,207.89,24892447
2024-12-02,AMZN,210.71,39523185
2024-12-03,AMZN,213.44,32214828
2024-12-04,AMZN,218.16,48745716
2024-12-05,AMZN,220.55,41140220
2024-12-06,AMZN,227.03,44178069
2024-12-09,AMZN,226.09,46819363
2024-12-10,AMZN,225.04,31199864
2024-12-11,AMZN,230.26,35385785
2024-12-12,AMZN,228.97,28204084
2024-12-13,AMZN,227.46,28768080
2024-12-16,AMZN,232.93,37552096
2024-12-17,AMZN,231.15,35948131
2024-12-18,AMZN,220.52,43281443
2024-12-19,AMZN,223.29,39918739
2024-12-20,AMZN,224.92,88279184
2024-12-23,AMZN,225.06,28070007
2024-12-24,AMZN,229.05,15007497
2024-12-26,AMZN,227.05,16174500
2024-12-27,AMZN,223.75,27367147
2024-12-30,AMZN,221.3,28321240
2024-12-31,AMZN,219.39,24819655
2025-01-02,AMZN,220.22,33956579
2025-01-03,AMZN,224.19,27515606
2025-01-06,AMZN,227.61,31849831
2025-01-07,AMZN,222.11,28084164
2025-01-08,AMZN,222.13,25033292
2025-01-10,AMZN,218.94,36811525
2025-01-13,AMZN,218.46,27262655
2025-01-14,AMZN,217.76,24711650
2025-01-15,AMZN,223.35,31291257
2025-01-16,AMZN,220.66,24757276
2025-01-17,AMZN,225.94,42370123
2025-01-21,AMZN,230.71,39951456
2025-01-22,AMZN,235.01,41448217
2025-01-23,AMZN,235.42,26404364
2025-01-24,AMZN,234.85,25890738
2025-01-27,AMZN,235.42,49428332
2025-01-28,AMZN,238.15,41587188
2025-01-29,AMZN,237.07,26091716
2025-01-30,AMZN,234.64,32020728
2025-01-31,AMZN,237.68,36162377
2025-02-03,AMZN,237.42,37285868
2025-02-04,AMZN,242.06,29713812
2025-02-05,AMZN,236.17,38832042
2025-02-06,AMZN,238.83,60897095
2025-02-07,AMZN,229.15,77539276
2025-02-10,AMZN,233.14,35419926
2025-02-11,AMZN,232.76,23713726
2025-02-12,AMZN,228.93,32285249
2025-02-13,AMZN,230.37,31346512
2025-02-14,AMZN,228.68,27031084
2025-02-18,AMZN,226.65,42975133
2025-02-19,AMZN,226.63,28566709
2025-02-20,AMZN,222.88,30001665
2025-02-21,AMZN,216.58,55323850
2025-02-24,AMZN,212.71,42387585
2025-02-25,AMZN,212.8,58957977
2025-02-26,AMZN,214.35,39120603
2025-02-27,AMZN,208.74,40548571
2025-02-28,AMZN,212.28,51771737
2025-03-03,AMZN,205.02,42948447
2025-03-04,AMZN,203.8,60853084
2025-03-05,AMZN,208.36,38610085
2025-03-06,AMZN,200.7,49863755
2025-03-07,AMZN,199.25,59802821
2025-03-10,AMZN,194.54,62350926
2025-03-11,AMZN,196.59,54002880
2025-03-12,AMZN,198.89,43679284
2025-03-13,AMZN,193.89,41270761
2025-03-14,AMZN,197.95,38096663
2025-03-17,AMZN,195.74,47341752
2025-03-18,AMZN,192.82,40414867
2025-03-19,AMZN,195.54,39442878
2025-03-20,AMZN,194.95,38921113
2025-03-21,AMZN,196.21,60056917
2025-03-24,AMZN,203.26,41625365
2025-03-25,AMZN,205.71,31171161
2025-03-26,AMZN,201.13,32990973
2025-03-27,AMZN,201.36,27317661
2025-03-28,AMZN,192.72,52548226
2025-03-31,AMZN,190.26,63547558
2025-04-01,AMZN,192.17,41267315
2025-04-02,AMZN,196.01,53679198
2025-04-03,AMZN,178.41,95553617
2025-04-04,AMZN,171.0,123159359
2025-04-07,AMZN,175.26,109327115
2025-04-08,AMZN,170.66,87710360
2025-04-09,AMZN,191.1,116804328
2025-04-10,AMZN,181.22,68302045
2025-04-11,AMZN,184.87,50594339
2025-04-14,AMZN,182.12,48002540
2025-04-15,AMZN,179.59,43641952
2025-04-16,AMZN,174.33,51875316
2025-04-17,AMZN,172.61,44726453
2025-04-21,AMZN,167.32,48126111
2025-04-22,AMZN,173.18,56607202
2025-04-23,AMZN,180.6,63470149
2025-04-24,AMZN,186.54,43763196
2025-04-25,AMZN,188.99,36414330
2025-04-28,AMZN,187.7,33224732
2025-04-29,AMZN,187.39,41667255
2025-04-30,AMZN,184.42,55176543
2025-05-01,AMZN,190.2,74265963
2025-05-02,AMZN,189.98,77903487
2025-05-05,AMZN,186.35,35217469
2025-05-06,AMZN,185.01,29314055
2025-05-07,AMZN,188.71,44002926
2025-05-08,AMZN,192.08,41043620
2025-05-09,AMZN,193.06,29663143
2025-05-12,AMZN,208.64,75205042
2025-05-13,AMZN,211.37,56193682
2025-05-14,AMZN,210.25,38492128
2025-05-15,AMZN,205.17,64347317
2025-05-16,AMZN,205.59,43318478
2025-05-19,AMZN,206.16,34314810
2025-05-20,AMZN,204.07,29470373
2025-05-21,AMZN,201.12,42460924
2025-05-22,AMZN,203.1,38938882
2025-05-23,AMZN,200.99,33393545
2025-05-27,AMZN,206.02,34892044
2025-05-28,AMZN,204.72,28549753
2025-05-29,AMZN,205.7,34700005
2025-05-30,AMZN,205.01,51679406
2025-06-02,AMZN,206.65,29113319
2025-06-03,AMZN,205.71,33139121
2025-06-04,AMZN,207.23,29915592
2025-06-05,AMZN,207.91,51979243
2025-06-06,AMZN,213.57,39832500
2025-06-09,AMZN,216.98,38102502
2025-06-10,AMZN,217.61,31303317
2025-06-11,AMZN,213.2,39325981
2025-06-12,AMZN,213.24,27639991
2025-06-13,AMZN,212.1,29337763
2025-06-16,AMZN,216.1,33284158
2025-06-17,AMZN,214.82,32086262
2025-06-18,AMZN,212.52,44360509
2025-06-20,AMZN,209.69,75350733
2025-06-23,AMZN,208.47,37311725
2025-06-24,AMZN,212.77,38378757
2025-06-25,AMZN,211.99,31755698
2025-06-26,AMZN,217.12,50480814
2025-06-27,AMZN,223.3,119217138
2025-06-30,AMZN,219.39,58887780
2025-07-01,AMZN,220.46,39256830
2025-07-02,AMZN,219.92,30894178
2025-07-03,AMZN,223.41,29632353
2025-07-07,AMZN,223.47,36604139
2025-07-08,AMZN,219.36,45691987
2025-07-09,AMZN,222.54,38155121
2025-07-10,AMZN,222.26,30370591
2025-07-11,AMZN,225.02,50518307
2025-07-14,AMZN,225.69,35702597
2025-07-15,AMZN,226.35,34907294
2025-07-16,AMZN,223.19,39535926
2025-07-17,AMZN,223.88,31855831
2025-07-18,AMZN,226.13,37833807
2025-07-21,AMZN,229.3,40297556
2025-07-22,AMZN,227.47,37483702
2025-07-23,AMZN,228.29,28294852
2025-07-24,AMZN,232.23,42902266
2025-07-25,AMZN,231.44,28712095
2025-07-28,AMZN,232.79,26300138
2025-07-29,AMZN,231.01,33716220
2025-07-30,AMZN,230.19,32993273
2025-07-31,AMZN,234.11,104357263
2025-08-01,AMZN,214.75,122258801
2025-08-04,AMZN,211.65,77890146
2025-08-05,AMZN,213.75,51505121
2025-08-06,AMZN,222.31,54823045
2025-08-07,AMZN,223.13,40603513
2025-08-08,AMZN,222.69,32970477
2025-08-11,AMZN,221.3,31646222
2025-08-12,AMZN,221.47,37254707
2025-08-13,AMZN,224.56,36508335
2025-08-14,AMZN,230.98,61545824
2025-08-15,AMZN,231.03,39649244
2025-08-18,AMZN,231.49,25248890
2025-08-19,AMZN,228.01,29891012
2025-08-20,AMZN,223.81,36604319
2025-08-21,AMZN,221.95,32140459
2025-08-22,AMZN,228.84,37315341
2025-08-25,AMZN,227.94,22633695
2025-08-26,AMZN,228.71,26105373
2025-08-27,AMZN,229.12,21254479
2025-08-28,AMZN,231.6,33679585
2025-08-29,AMZN,229.0,26199170
2025-09-02,AMZN,225.34,38843883
2025-09-03,AMZN,225.99,29223134
2025-09-04,AMZN,235.68,59391779
2025-09-05,AMZN,232.33,36721802
2025-09-08,AMZN,235.84,33947104
2025-09-09,AMZN,238.24,27033778
2025-09-10,AMZN,230.33,60907714
2025-09-11,AMZN,229.95,37485598
2025-09-12,AMZN,228.15,38496218
2025-09-15,AMZN,231.43,33243328
2025-09-16,AMZN,234.05,38203912
2025-09-17,AMZN,231.62,42815230
2025-09-18,AMZN,231.23,37931738
2025-09-19,AMZN,231.48,97943172
2025-09-22,AMZN,227.63,45914506
2025-09-23,AMZN,220.71,70956193
2025-09-24,AMZN,220.21,49509033
2025-09-25,AMZN,218.15,52226328
2025-09-26,AMZN,219.78,41650098
2025-09-29,AMZN,222.17,44259177
2025-09-30,AMZN,219.57,48396369
2025-10-01,AMZN,220.63,43933834
2025-10-02,AMZN,222.41,41258586
2025-10-03,AMZN,219.51,43639033
2025-10-06,AMZN,220.9,43690876
2025-10-07,AMZN,221.78,31194678
2025-10-08,AMZN,225.22,46685985
2025-10-09,AMZN,227.74,46412122
2025-10-10,AMZN,216.37,72367511
2025-10-13,AMZN,220.07,37809650
2025-10-14,AMZN,216.39,45665580
